nameOfIssuer	titleOfClass	cusip	value	sshPrnamt	sshPrnamtType	investmentDiscretion	Sole	Shared	None	otherManager	putCall
TENET HEALTHCARE CORP	COM NEW	88033G407	67046	4517892	SH	SOLE	4517892	0	0	n/a	n/a
TENNANT CO	COM	880345103	653	9178	SH	SOLE	9178	0	0	n/a	n/a
TENNECO INC	COM	880349105	14960	239479	SH	SOLE	239479	0	0	n/a	n/a
TERADATA CORP DEL	COM	88076W103	1574	57934	SH	SOLE	57934	0	0	n/a	n/a
TERADYNE INC	COM	880770102	22157	872340	SH	SOLE	872340	0	0	n/a	n/a
TEREX CORP NEW	COM	880779103	1972	62558	SH	SOLE	62558	0	0	n/a	n/a
TERNIUM SA	SPON ADR	880890108	1491	61728	SH	SOLE	61728	0	0	n/a	n/a
TERRAFORM GLOBAL INC	CL A	88104M101	161	40781	SH	SOLE	40781	0	0	n/a	n/a
TERRAFORM PWR INC	CL A COM	88104R100	559	43665	SH	SOLE	43665	0	0	n/a	n/a
TERRAVIA HLDGS INC	COM	88105A106	50	43497	SH	SOLE	43497	0	0	n/a	n/a
TERRENO RLTY CORP	COM	88146M101	1624	57008	SH	SOLE	57008	0	0	n/a	n/a
TERRITORIAL BANCORP INC	COM	88145X108	175	5316	SH	SOLE	5316	0	0	n/a	n/a
TESARO INC	COM	881569107	60715	451477	SH	SOLE	451477	0	0	n/a	n/a
TESARO INC	COM	881569107	3133	23300	SH	SOLE	23300	0	0	2	n/a
TESCO CORP	COM	88157K101	210	25510	SH	SOLE	25510	0	0	n/a	n/a
TESLA MTRS INC	COM	88160R101	8205	38397	SH	SOLE	38397	0	0	n/a	n/a
TESORO CORP	COM	881609101	22262	254568	SH	SOLE	254568	0	0	n/a	n/a
TESORO CORP	COM	881609101	6346	72566	SH	SOLE	0	0	72566	2	n/a
TESORO LOGISTICS LP	COM UNIT LP	88160T107	15307	301267	SH	SOLE	301267	0	0	n/a	n/a
TESSERA HLDG CORP	COM	88166T101	1907	43146	SH	SOLE	43146	0	0	n/a	n/a
TETRA TECH INC NEW	COM	88162G103	9921	229910	SH	SOLE	229910	0	0	n/a	n/a
TETRA TECHNOLOGIES INC DEL	COM	88162F105	240	47871	SH	SOLE	47871	0	0	n/a	n/a
TETRAPHASE PHARMACEUTICALS I	COM	88165N105	76	18906	SH	SOLE	18906	0	0	n/a	n/a
TEVA PHARMACEUTICAL INDS LTD	ADR	881624209	68456	1888452	SH	SOLE	1888452	0	0	n/a	n/a
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	18160	231637	SH	SOLE	231637	0	0	n/a	n/a
TEXAS CAPITAL BANCSHARES INC	COM	88224Q107	381	4860	SH	SOLE	0	0	4860	2	n/a
TEXAS INSTRS INC	COM	882508104	5938	81372	SH	SOLE	65634	0	15738	n/a	n/a
TEXAS INSTRS INC	COM	882508104	39795	545366	SH	SOLE	0	0	545366	2	n/a
TEXAS ROADHOUSE INC	COM	882681109	2936	60871	SH	SOLE	60871	0	0	n/a	n/a
TEXTAINER GROUP HOLDINGS LTD	SHS	G8766E109	88	11848	SH	SOLE	11848	0	0	n/a	n/a
TEXTRON INC	COM	883203101	1854	38179	SH	OTR	0	38179	0	n/a	n/a
TEXTRON INC	COM	883203101	5885	121189	SH	SOLE	121189	0	0	n/a	n/a
TFS FINL CORP	COM	87240R107	685	35990	SH	SOLE	35990	0	0	n/a	n/a
TG THERAPEUTICS INC	COM	88322Q108	88	18942	SH	SOLE	18942	0	0	n/a	n/a
THE TRADE DESK INC	COM CL A	88339J105	58	2094	SH	SOLE	2094	0	0	n/a	n/a
THERAPEUTICSMD INC	COM	88338N107	472	81862	SH	SOLE	81862	0	0	n/a	n/a
THERAVANCE BIOPHARMA INC	COM	G8807B106	683	21411	SH	SOLE	21411	0	0	n/a	n/a
THERAVANCE INC	NOTE 2.125% 1/1	88338TAB0	68	80000	PRN	SOLE	0	0	80000	n/a	n/a
THERMO FISHER SCIENTIFIC INC	COM	883556102	86953	616250	SH	SOLE	616250	0	0	n/a	n/a
THERMO FISHER SCIENTIFIC INC	COM	883556102	28910	204889	SH	SOLE	0	0	204889	2	n/a
THERMON GROUP HLDGS INC	COM	88362T103	323	16909	SH	SOLE	16909	0	0	n/a	n/a
THESTREET INC	COM	88368Q103	14	16585	SH	SOLE	16585	0	0	n/a	n/a
THIRD PT REINS LTD	COM	G8827U100	409	35404	SH	SOLE	35404	0	0	n/a	n/a
THOMSON REUTERS CORP	COM	884903105	252	5750	SH	SOLE	5750	0	0	n/a	n/a
THOR INDS INC	COM	885160101	7514	75098	SH	SOLE	75098	0	0	n/a	n/a
THRESHOLD PHARMACEUTICAL INC	COM NEW	885807206	19	42134	SH	SOLE	42134	0	0	n/a	n/a
TIDEWATER INC	COM	886423102	84	24755	SH	SOLE	24755	0	0	n/a	n/a
TIER REIT INC	COM NEW	88650V208	961	55236	SH	SOLE	55236	0	0	n/a	n/a
TIFFANY & CO NEW	COM	886547108	64655	835015	SH	SOLE	835015	0	0	n/a	n/a
TIFFANY & CO NEW	COM	886547108	6947	89718	SH	SOLE	0	0	89718	2	n/a
TILE SHOP HLDGS INC	COM	88677Q109	368	18813	SH	SOLE	18813	0	0	n/a	n/a
TILLYS INC	CL A	886885102	58	4364	SH	SOLE	4364	0	0	n/a	n/a
TIME INC NEW	COM	887228104	978	54813	SH	SOLE	54813	0	0	n/a	n/a
TIME WARNER INC	COM NEW	887317303	14	141	SH	OTR	141	0	0	n/a	n/a
TIME WARNER INC	COM NEW	887317303	4353	45092	SH	SOLE	45092	0	0	n/a	n/a
TIME WARNER INC	COM NEW	887317303	38059	394275	SH	SOLE	0	0	394275	2	n/a
TIMKEN CO	COM	887389104	1619	40780	SH	SOLE	40780	0	0	n/a	n/a
TIMKENSTEEL CORP	COM	887399103	349	22574	SH	SOLE	22574	0	0	n/a	n/a
TIPTREE FINL INC	CL A	88822Q103	53	8626	SH	SOLE	8626	0	0	n/a	n/a
TITAN INTL INC ILL	COM	88830M102	788	70259	SH	SOLE	70259	0	0	n/a	n/a
TITAN MACHY INC	COM	88830R101	271	18577	SH	SOLE	18577	0	0	n/a	n/a
TITAN PHARMACEUTICALS INC DE	COM NEW	888314309	40	9972	SH	SOLE	9972	0	0	n/a	n/a
TIVO CORP	COM	88870P106	8987	430019	SH	SOLE	430019	0	0	n/a	n/a
TJX COS INC NEW	COM	872540109	2114	28136	SH	SOLE	28136	0	0	n/a	n/a
TJX COS INC NEW	COM	872540109	31825	423601	SH	SOLE	0	0	423601	2	n/a
TOKAI PHARMACEUTICALS INC	COM	88907J107	4	4020	SH	SOLE	4020	0	0	n/a	n/a
TOLL BROTHERS INC	COM	889478103	2865	92421	SH	SOLE	92421	0	0	n/a	n/a
TOMPKINS FINANCIAL CORPORATI	COM	890110109	702	7421	SH	SOLE	7421	0	0	n/a	n/a
TONIX PHARMACEUTICALS HLDG C	COM NEW	890260201	1	1554	SH	SOLE	1554	0	0	n/a	n/a
TOOTSIE ROLL INDS INC	COM	890516107	364	9155	SH	SOLE	9155	0	0	n/a	n/a
TOPBUILD CORP	COM	89055F103	3776	106074	SH	SOLE	106074	0	0	n/a	n/a
TOR MINERALS INTL INC	COM NEW	890878309	6	1000	SH	SOLE	1000	0	0	n/a	n/a
TORCHLIGHT ENERGY RES INC	COM	89102U103	19	15877	SH	SOLE	15877	0	0	n/a	n/a
TORCHMARK CORP	COM	891027104	4458	60436	SH	SOLE	60436	0	0	n/a	n/a
TORCHMARK CORP	COM	891027104	6830	92595	SH	SOLE	0	0	92595	2	n/a
TORO CO	COM	891092108	3549	63426	SH	SOLE	63426	0	0	n/a	n/a
TOTAL S A	SPONSORED ADR	89151E109	362801	7117930	SH	SOLE	7117930	0	0	n/a	n/a
TOTAL SYS SVCS INC	COM	891906109	22160	451966	SH	SOLE	451966	0	0	n/a	n/a
TOTAL SYS SVCS INC	COM	891906109	5899	120305	SH	SOLE	0	0	120305	2	n/a
TOWER INTL INC	COM	891826109	3506	123681	SH	SOLE	123681	0	0	n/a	n/a
TOWN SPORTS INTL HLDGS INC	COM	89214A102	13	5154	SH	SOLE	5154	0	0	n/a	n/a
TOWNEBANK PORTSMOUTH VA	COM	89214P109	981	29510	SH	SOLE	29510	0	0	n/a	n/a
TOWNSQUARE MEDIA INC	CL A	892231101	35	3386	SH	SOLE	3386	0	0	n/a	n/a
TPI COMPOSITES INC	COM	87266J104	37	2282	SH	SOLE	2282	0	0	n/a	n/a
TRACON PHARMACEUTICALS INC	COM	89237H100	7	1428	SH	SOLE	1428	0	0	n/a	n/a
TRACTOR SUPPLY CO	COM	892356106	5338	70417	SH	SOLE	60009	0	10408	n/a	n/a
TRACTOR SUPPLY CO	COM	892356106	7166	94528	SH	SOLE	0	0	94528	2	n/a
TRANSACT TECHNOLOGIES INC	COM	892918103	18	2692	SH	SOLE	2692	0	0	n/a	n/a
TRANSDIGM GROUP INC	COM	893641100	70444	282955	SH	SOLE	282955	0	0	n/a	n/a
TRANSDIGM GROUP INC	COM	893641100	7830	31450	SH	SOLE	0	0	31450	2	n/a
TRANSENTERIX INC	COM NEW	89366M201	43	32778	SH	SOLE	32778	0	0	n/a	n/a
TRANSOCEAN LTD	REG SHS	H8817H100	2312	156862	SH	SOLE	156862	0	0	n/a	n/a
TRANSOCEAN LTD	OPTIONS	SB3KFWW16	99	6700	SH	OTR	6700	0	0	n/a	Call
TRANSUNION	COM	89400J107	1205	38970	SH	SOLE	38970	0	0	n/a	n/a
TRAVELCENTERS AMER LLC	COM	894174101	481	67744	SH	SOLE	67744	0	0	n/a	n/a
TRAVELERS COMPANIES INC	COM	89417E109	225583	1842694	SH	SOLE	1842694	0	0	n/a	n/a
TRAVELERS COMPANIES INC	COM	89417E109	19991	163297	SH	SOLE	0	0	163297	2	n/a
TRAVELPORT WORLDWIDE LTD	SHS	G9019D104	927	65722	SH	SOLE	65722	0	0	n/a	n/a
TRAVELZOO INC	COM NEW	89421Q205	20	2100	SH	SOLE	2100	0	0	n/a	n/a
TRC COS INC	COM	872625108	127	12027	SH	SOLE	12027	0	0	n/a	n/a
TRECORA RES	COM	894648104	167	12030	SH	SOLE	12030	0	0	n/a	n/a
TREDEGAR CORP	COM	894650100	315	13131	SH	SOLE	13131	0	0	n/a	n/a
TREEHOUSE FOODS INC	COM	89469A104	10184	141072	SH	SOLE	141072	0	0	n/a	n/a
TREEHOUSE FOODS INC	COM	89469A104	233	3230	SH	SOLE	0	0	3230	2	n/a
TREVENA INC	COM	89532E109	443	75298	SH	SOLE	75298	0	0	n/a	n/a
TREX CO INC	COM	89531P105	1314	20404	SH	SOLE	20404	0	0	n/a	n/a
TRI POINTE GROUP INC	COM	87265H109	923	80426	SH	SOLE	80426	0	0	n/a	n/a
TRIANGLE PETE CORP	COM NEW	89600B201	3	11728	SH	SOLE	11728	0	0	n/a	n/a
TRIBUNE MEDIA CO	CL A	896047503	1660	47447	SH	SOLE	47447	0	0	n/a	n/a
TRICO BANCSHARES	COM	896095106	420	12295	SH	SOLE	12295	0	0	n/a	n/a
TRIMAS CORP	COM NEW	896215209	554	23559	SH	SOLE	23559	0	0	n/a	n/a
TRIMBLE INC	COM	896239100	4670	154886	SH	SOLE	154886	0	0	n/a	n/a
TRIMBLE INC	COM	896239100	5656	187605	SH	SOLE	0	0	187605	2	n/a
TRINET GROUP INC	COM	896288107	6763	263955	SH	SOLE	263955	0	0	n/a	n/a
TRINITY INDS INC	COM	896522109	2464	88756	SH	SOLE	88756	0	0	n/a	n/a
TRINITY PL HLDGS INC	COM	89656D101	65	6995	SH	SOLE	6995	0	0	n/a	n/a
TRINSEO S A	SHS	L9340P101	1037	17493	SH	SOLE	17493	0	0	n/a	n/a
TRIPADVISOR INC	COM	896945201	20018	431697	SH	SOLE	431697	0	0	n/a	n/a
TRIPADVISOR INC	COM	896945201	1823	39311	SH	SOLE	0	0	39311	2	n/a
TRIPLE-S MGMT CORP	CL B	896749108	248	11996	SH	SOLE	11996	0	0	n/a	n/a
TRISTATE CAP HLDGS INC	COM	89678F100	12774	578022	SH	SOLE	578022	0	0	n/a	n/a
TRITON INTL LTD	CL A	G9078F107	317	20034	SH	SOLE	20034	0	0	n/a	n/a
TRIUMPH BANCORP INC	COM	89679E300	154	5907	SH	SOLE	5907	0	0	n/a	n/a
TRIUMPH GROUP INC NEW	COM	896818101	12049	454676	SH	SOLE	454676	0	0	n/a	n/a
TRIUMPH GROUP INC NEW	COM	896818101	267	10070	SH	SOLE	0	0	10070	2	n/a
TRONC INC	COM	89703P107	404	29163	SH	SOLE	29163	0	0	n/a	n/a
TRONOX LTD	SHS CL A	Q9235V101	348	33758	SH	SOLE	33758	0	0	n/a	n/a
TROVAGENE INC	COM NEW	897238309	31	14553	SH	SOLE	14553	0	0	n/a	n/a
TRUEBLUE INC	COM	89785X101	551	22336	SH	SOLE	22336	0	0	n/a	n/a
TRUECAR INC	COM	89785L107	368	29416	SH	SOLE	29416	0	0	n/a	n/a
TRUPANION INC	COM	898202106	138	8886	SH	SOLE	8886	0	0	n/a	n/a
TRUSTCO BK CORP N Y	COM	898349105	420	47944	SH	SOLE	47944	0	0	n/a	n/a
TRUSTMARK CORP	COM	898402102	1277	35833	SH	SOLE	35833	0	0	n/a	n/a
TTM TECHNOLOGIES INC	COM	87305R109	560	41101	SH	SOLE	41101	0	0	n/a	n/a
TUESDAY MORNING CORP	COM NEW	899035505	135	25084	SH	SOLE	25084	0	0	n/a	n/a
TUPPERWARE BRANDS CORP	COM	899896104	7006	133139	SH	SOLE	133139	0	0	n/a	n/a
TURNING PT BRANDS INC	COM	90041L105	26	2129	SH	SOLE	2129	0	0	n/a	n/a
TURTLE BEACH CORP	COM	900450107	8	6063	SH	SOLE	6063	0	0	n/a	n/a
TUTOR PERINI CORP	COM	901109108	568	20293	SH	SOLE	20293	0	0	n/a	n/a
TWENTY FIRST CENTY FOX INC	CL A	90130A101	1316	46949	SH	SOLE	46949	0	0	n/a	n/a
TWENTY FIRST CENTY FOX INC	CL B	90130A200	1527	56028	SH	OTR	2768	53260	0	n/a	n/a
TWENTY FIRST CENTY FOX INC	CL B	90130A200	1024	37575	SH	SOLE	37575	0	0	n/a	n/a
TWILIO INC	CL A	90138F102	337	11682	SH	SOLE	11682	0	0	n/a	n/a
TWIN DISC INC	COM	901476101	27	1831	SH	SOLE	1831	0	0	n/a	n/a
TWITTER INC	COM	90184L102	6019	369244	SH	SOLE	369244	0	0	n/a	n/a
TWITTER INC	COM	90184L102	3180	195066	SH	SOLE	0	0	195066	2	n/a
TWO HBRS INVT CORP	COM	90187B101	1785	204650	SH	SOLE	204650	0	0	n/a	n/a
TYLER TECHNOLOGIES INC	COM	902252105	3683	25794	SH	SOLE	19625	0	6169	n/a	n/a
TYSON FOODS INC	CL A	902494103	15461	250660	SH	SOLE	250660	0	0	n/a	n/a
TYSON FOODS INC	UNIT 99/99/9999	902494301	23962	354202	SH	SOLE	354202	0	0	n/a	n/a
U S CONCRETE INC	COM NEW	90333L201	498	7606	SH	SOLE	7606	0	0	n/a	n/a
U S G CORP	COM NEW	903293405	1511	52317	SH	SOLE	52317	0	0	n/a	n/a
U S GEOTHERMAL INC	COM NEW	90338S201	31	7641	SH	SOLE	7641	0	0	n/a	n/a
U S GLOBAL INVS INC	CL A	902952100	6	4302	SH	SOLE	4302	0	0	n/a	n/a
U S PHYSICAL THERAPY INC	COM	90337L108	2631	37483	SH	SOLE	37483	0	0	n/a	n/a
U S SILICA HLDGS INC	COM	90346E103	19612	346016	SH	SOLE	346016	0	0	n/a	n/a
U S SILICA HLDGS INC	COM	90346E103	102	1800	SH	SOLE	0	0	1800	2	n/a
U.S. AUTO PARTS NETWORK INC	COM	90343C100	65	18589	SH	SOLE	18589	0	0	n/a	n/a
UBIQUITI NETWORKS INC	COM	90347A100	8187	141649	SH	SOLE	141649	0	0	n/a	n/a
UBS AG LONDON BRH	ETRACS MTH 2XLV	90270L842	71	4226	SH	OTR	4226	0	0	n/a	n/a
UCP INC	CL A	90265Y106	65	5405	SH	SOLE	5405	0	0	n/a	n/a
UDR INC	COM	902653104	26076	714806	SH	SOLE	714806	0	0	n/a	n/a
UDR INC	COM	902653104	6513	178539	SH	SOLE	0	0	178539	2	n/a
UFP TECHNOLOGIES INC	COM	902673102	102	3999	SH	SOLE	3999	0	0	n/a	n/a
UGI CORP NEW	COM	902681105	12134	263328	SH	SOLE	263328	0	0	n/a	n/a
UGI CORP NEW	COM	902681105	6452	140012	SH	SOLE	0	0	140012	2	n/a
ULTA SALON COSMETCS & FRAG I	COM	90384S303	64736	253927	SH	SOLE	253927	0	0	n/a	n/a
ULTA SALON COSMETCS & FRAG I	COM	90384S303	10628	41687	SH	SOLE	0	0	41687	2	n/a
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	7745	42472	SH	SOLE	37420	0	5052	n/a	n/a
ULTIMATE SOFTWARE GROUP INC	COM	90385D107	139	760	SH	SOLE	0	0	760	2	n/a
ULTRA CLEAN HLDGS INC	COM	90385V107	1663	171446	SH	SOLE	171446	0	0	n/a	n/a
ULTRAGENYX PHARMACEUTICAL IN	COM	90400D108	3168	45057	SH	SOLE	45057	0	0	n/a	n/a
ULTRALIFE CORP	COM	903899102	22	4545	SH	SOLE	4545	0	0	n/a	n/a
ULTRATECH INC	COM	904034105	8394	350053	SH	SOLE	350053	0	0	n/a	n/a
UMB FINL CORP	COM	902788108	9756	126505	SH	SOLE	126505	0	0	n/a	n/a
UMH PPTYS INC	COM	903002103	231	15368	SH	SOLE	15368	0	0	n/a	n/a
UMPQUA HLDGS CORP	COM	904214103	6049	322122	SH	SOLE	322122	0	0	n/a	n/a
UNDER ARMOUR INC	CL A	904311107	5529	190339	SH	SOLE	190339	0	0	n/a	n/a
UNDER ARMOUR INC	CL A	904311107	3621	124649	SH	SOLE	0	0	124649	2	n/a
UNDER ARMOUR INC	CL C	904311206	147	5822	SH	OTR	5822	0	0	n/a	n/a
UNDER ARMOUR INC	CL C	904311206	2076	82492	SH	SOLE	82492	0	0	n/a	n/a
UNDER ARMOUR INC	CL C	904311206	4052	160995	SH	SOLE	0	0	160995	2	n/a
UNIFI INC	COM NEW	904677200	266	8161	SH	SOLE	8161	0	0	n/a	n/a
UNIFIRST CORP MASS	COM	904708104	1157	8054	SH	SOLE	8054	0	0	n/a	n/a
UNILEVER N V	N Y SHS NEW	904784709	679	16529	SH	OTR	0	16529	0	n/a	n/a
UNILEVER N V	N Y SHS NEW	904784709	202238	4925415	SH	SOLE	4925415	0	0	n/a	n/a
UNILEVER PLC	SPON ADR NEW	904767704	37	909	SH	OTR	909	0	0	n/a	n/a
UNILIFE CORP NEW	COM NEW	90478E301	6	2413	SH	SOLE	2413	0	0	n/a	n/a
UNION BANKSHARES CORP NEW	COM	90539J109	1044	29208	SH	SOLE	29208	0	0	n/a	n/a
UNION BANKSHARES INC	COM	905400107	79	1746	SH	SOLE	1746	0	0	n/a	n/a
UNION PAC CORP	COM	907818108	164114	1582893	SH	SOLE	1582893	0	0	n/a	n/a
UNION PAC CORP	COM	907818108	54645	527051	SH	SOLE	100402	0	426649	2	n/a
UNIQUE FABRICATING INC	COM	90915J103	26	1757	SH	SOLE	1757	0	0	n/a	n/a
UNISYS CORP	COM NEW	909214306	4965	332104	SH	SOLE	332104	0	0	n/a	n/a
UNIT CORP	COM	909218109	1434	53374	SH	SOLE	53374	0	0	n/a	n/a
UNITED BANCORP INC OHIO	COM	909911109	42	3115	SH	SOLE	3115	0	0	n/a	n/a
UNITED BANKSHARES INC WEST V	COM	909907107	1614	34904	SH	SOLE	34904	0	0	n/a	n/a
UNITED CMNTY BKS BLAIRSVLE G	COM	90984P303	1559	52647	SH	SOLE	52647	0	0	n/a	n/a
UNITED CMNTY FINL CORP OHIO	COM	909839102	229	25594	SH	SOLE	25594	0	0	n/a	n/a
UNITED CONTL HLDGS INC	COM	910047109	266115	3651414	SH	SOLE	3629286	0	22128	n/a	n/a
UNITED CONTL HLDGS INC	COM	910047109	4691	64369	SH	SOLE	0	0	64369	2	n/a
UNITED FINL BANCORP INC NEW	COM	910304104	496	27311	SH	SOLE	27311	0	0	n/a	n/a
UNITED FIRE GROUP INC	COM	910340108	551	11215	SH	SOLE	11215	0	0	n/a	n/a
UNITED INS HLDGS CORP	COM	910710102	203	13417	SH	SOLE	13417	0	0	n/a	n/a
UNITED NAT FOODS INC	COM	911163103	1283	26892	SH	SOLE	26892	0	0	n/a	n/a
UNITED PARCEL SERVICE INC	CL B	911312106	249695	2178075	SH	SOLE	2178075	0	0	n/a	n/a
UNITED PARCEL SERVICE INC	CL B	911312106	31089	271190	SH	SOLE	0	0	271190	2	n/a
UNITED RENTALS INC	COM	911363109	12495	118350	SH	SOLE	118350	0	0	n/a	n/a
UNITED RENTALS INC	COM	911363109	4517	42782	SH	SOLE	0	0	42782	2	n/a
UNITED SECURITY BANCSHARES C	COM	911460103	32	4172	SH	SOLE	4172	0	0	n/a	n/a
UNITED STATES CELLULAR CORP	COM	911684108	11263	257619	SH	SOLE	257619	0	0	n/a	n/a
UNITED STATES LIME & MINERAL	COM	911922102	50	666	SH	SOLE	666	0	0	n/a	n/a
UNITED STATES STL CORP NEW	COM	912909108	7677	232574	SH	SOLE	232574	0	0	n/a	n/a
UNITED TECHNOLOGIES CORP	COM	913017109	45287	413131	SH	SOLE	412354	0	777	n/a	n/a
UNITED TECHNOLOGIES CORP	COM	913017109	44401	405047	SH	SOLE	0	0	405047	2	n/a
UNITED TECHNOLOGIES CORP	OPTIONS	913017109	8770	80000	SH	SOLE	80000	0	0	n/a	Call
UNITED THERAPEUTICS CORP DEL	COM	91307C102	22489	156792	SH	SOLE	156792	0	0	n/a	n/a
UNITED THERAPEUTICS CORP DEL	COM	91307C102	2657	18526	SH	SOLE	0	0	18526	2	n/a
UNITEDHEALTH GROUP INC	COM	91324P102	1142617	7139572	SH	SOLE	7139572	0	0	n/a	n/a
UNITEDHEALTH GROUP INC	COM	91324P102	79793	498581	SH	SOLE	32112	0	466469	2	n/a
UNITIL CORP	COM	913259107	352	7768	SH	SOLE	7768	0	0	n/a	n/a
UNIVAR INC	COM	91336L107	768	27084	SH	SOLE	27084	0	0	n/a	n/a
UNIVERSAL AMERN CORP NEW	COM	91338E101	245	24590	SH	SOLE	24590	0	0	n/a	n/a
UNIVERSAL CORP VA	COM	913456109	749	11747	SH	SOLE	11747	0	0	n/a	n/a
UNIVERSAL DISPLAY CORP	COM	91347P105	9198	163372	SH	SOLE	163372	0	0	n/a	n/a
UNIVERSAL ELECTRS INC	COM	913483103	484	7491	SH	SOLE	7491	0	0	n/a	n/a
UNIVERSAL FST PRODS INC	COM	913543104	15990	156485	SH	SOLE	156485	0	0	n/a	n/a
UNIVERSAL HEALTH RLTY INCM T	SH BEN INT	91359E105	291	4438	SH	SOLE	4438	0	0	n/a	n/a
UNIVERSAL HLTH SVCS INC	CL B	913903100	73725	693037	SH	SOLE	680947	0	12090	n/a	n/a
UNIVERSAL HLTH SVCS INC	CL B	913903100	1415	13300	SH	SOLE	13300	0	0	2	n/a
UNIVERSAL INS HLDGS INC	COM	91359V107	1344	47307	SH	SOLE	47307	0	0	n/a	n/a
UNIVERSAL LOGISTICS HLDGS IN	COM	91388P105	69	4234	SH	SOLE	4234	0	0	n/a	n/a
UNIVERSAL STAINLESS & ALLOY	COM	913837100	18	1302	SH	SOLE	1302	0	0	n/a	n/a
UNIVERSAL TECHNICAL INST INC	COM	913915104	10	3377	SH	SOLE	3377	0	0	n/a	n/a
UNIVEST CORP PA	COM	915271100	462	14957	SH	SOLE	14957	0	0	n/a	n/a
UNUM GROUP	COM	91529Y106	63109	1436575	SH	SOLE	1436575	0	0	n/a	n/a
UNUM GROUP	COM	91529Y106	5576	126935	SH	SOLE	0	0	126935	2	n/a
URANIUM ENERGY CORP	COM	916896103	315	281457	SH	SOLE	281457	0	0	n/a	n/a
URBAN EDGE PPTYS	COM	91704F104	2836	103084	SH	SOLE	103084	0	0	n/a	n/a
URBAN OUTFITTERS INC	COM	917047102	8815	309533	SH	SOLE	309533	0	0	n/a	n/a
URBAN OUTFITTERS INC	COM	917047102	126	4440	SH	SOLE	0	0	4440	2	n/a
URSTADT BIDDLE PPTYS INC	CL A	917286205	257	10653	SH	SOLE	10653	0	0	n/a	n/a
US BANCORP DEL	COM NEW	902973304	653	12712	SH	OTR	0	12712	0	n/a	n/a
US BANCORP DEL	COM NEW	902973304	558155	10865382	SH	SOLE	10865382	0	0	n/a	n/a
US BANCORP DEL	COM NEW	902973304	33876	659447	SH	SOLE	0	0	659447	2	n/a
US ECOLOGY INC	COM	91732J102	568	11553	SH	SOLE	11553	0	0	n/a	n/a
US FOODS HLDG CORP	COM	912008109	734	26727	SH	SOLE	26727	0	0	n/a	n/a
USA TECHNOLOGIES INC	COM NO PAR	90328S500	91	21232	SH	SOLE	21232	0	0	n/a	n/a
USA TRUCK INC	COM	902925106	45	5210	SH	SOLE	5210	0	0	n/a	n/a
USANA HEALTH SCIENCES INC	COM	90328M107	341	5576	SH	SOLE	5576	0	0	n/a	n/a
UTAH MED PRODS INC	COM	917488108	142	1947	SH	SOLE	1947	0	0	n/a	n/a
V F CORP	COM	918204108	757	14197	SH	SOLE	14197	0	0	n/a	n/a
V F CORP	COM	918204108	11801	221196	SH	SOLE	0	0	221196	2	n/a
VAALCO ENERGY INC	COM NEW	91851C201	11	10701	SH	SOLE	10701	0	0	n/a	n/a
VAIL RESORTS INC	COM	91879Q109	27093	167956	SH	SOLE	167956	0	0	n/a	n/a
VALE S A	ADR	91912E105	92	12097	SH	OTR	12097	0	0	n/a	n/a
VALE S A	ADR	91912E105	34072	4471399	SH	SOLE	4471399	0	0	n/a	n/a
VALE S A	ADR REPSTG PFD	91912E204	4366	633638	SH	SOLE	633638	0	0	n/a	n/a
VALERO ENERGY CORP NEW	COM	91913Y100	123730	1811043	SH	SOLE	1811043	0	0	n/a	n/a
VALERO ENERGY CORP NEW	COM	91913Y100	16776	245553	SH	SOLE	0	0	245553	2	n/a
VALERO ENERGY PARTNERS LP	COM UNT REP LP	91914J102	8935	201838	SH	SOLE	201838	0	0	n/a	n/a
VALHI INC NEW	COM	918905100	35	10103	SH	SOLE	10103	0	0	n/a	n/a
VALIDUS HOLDINGS LTD	COM SHS	G9319H102	2607	47394	SH	SOLE	47394	0	0	n/a	n/a
VALLEY NATL BANCORP	COM	919794107	4595	394763	SH	SOLE	394763	0	0	n/a	n/a
VALMONT INDS INC	COM	920253101	1831	12994	SH	SOLE	12994	0	0	n/a	n/a
VALSPAR CORP	COM	920355104	13	127	SH	OTR	127	0	0	n/a	n/a
VALSPAR CORP	COM	920355104	4883	47133	SH	SOLE	47133	0	0	n/a	n/a
VALSPAR CORP	COM	920355104	6086	58737	SH	SOLE	0	0	58737	2	n/a
VALUE LINE INC	COM	920437100	18	906	SH	SOLE	906	0	0	n/a	n/a
VALVOLINE INC	COM	92047W101	308	14333	SH	SOLE	14333	0	0	n/a	n/a
VANDA PHARMACEUTICALS INC	COM	921659108	1567	98236	SH	SOLE	98236	0	0	n/a	n/a
VANECK VECTORS ETF TR	GOLD MINERS ETF	92189F106	145	6930	SH	OTR	6930	0	0	n/a	n/a
VANECK VECTORS ETF TR	HIGH YLD MUN ETF	92189F361	10388	350000	SH	SOLE	350000	0	0	n/a	n/a
VANGUARD INDEX FDS	REIT ETF	922908553	33571	406774	SH	SOLE	406774	0	0	n/a	n/a
VANTIV INC	CL A	92210H105	78336	1313914	SH	SOLE	1313914	0	0	n/a	n/a
VANTIV INC	CL A	92210H105	5910	99128	SH	SOLE	0	0	99128	2	n/a
VARIAN MED SYS INC	COM	92220P105	3850	42878	SH	SOLE	42878	0	0	n/a	n/a
